,version,month,sentiment_score,month_name
2238,27,10,0.677777778,October
2215,27,10,0.5,October
2211,27,10,-0.166666667,October
2235,27,10,0,October
2518,27,10,0,October
2261,27,10,0.06875,October
2263,27,10,-0.025,October
2515,27,10,-0.1,October
2514,27,10,0,October
2513,27,10,0.45,October
2508,27,10,0.5,October
4296,27,10,0.7,October
2213,27,10,0.416666667,October
2239,27,10,0.47,October
2503,27,10,-0.016666667,October
2470,27,10,0.498333333,October
2405,27,10,0.175,October
2389,27,10,0.25,October
2262,27,10,0.35,October
2310,27,10,0.475,October
2303,27,10,0.295,October
2300,27,10,0.344444444,October
2294,27,10,0.333333333,October
2419,27,10,-0.3,October
2293,27,10,0.7,October
2272,27,10,0.244444444,October
2268,27,10,0.3,October
2265,27,10,-0.3,October
2092,27,10,0,October
3436,27,10,0.5,October
3438,27,10,0.6,October
4298,27,10,0.26,October
4297,27,10,0.3,October
2280,27,10,0,October
2465,27,10,0.5,October
2244,27,10,0.5,October
4326,27,10,0.516666667,October
4295,27,10,0.5,October
4352,27,10,0.021875,October
4290,27,10,0,October
4289,27,10,0.425,October
4288,27,10,0.8,October
4287,27,10,0.7,October
4286,27,10,0,October
4285,27,10,0.85,October
4284,27,10,0.39,October
4283,27,10,0.5,October
4282,27,10,0.433333333,October
4281,27,10,0.5,October
4291,27,10,0.1,October
4280,27,10,-0.125,October
4278,27,10,0.775,October
4277,27,10,0,October
4276,27,10,0,October
4299,27,10,0.209375,October
4300,27,10,0.78,October
4301,27,10,-0.291666667,October
4302,27,10,0.603333333,October
4365,27,10,0.45,October
4363,27,10,0.35,October
4294,27,10,0,October
4279,27,10,0.7,October
4292,27,10,0.2,October
4362,27,10,0.5,October
4360,27,10,0.7,October
4350,27,10,0.7,October
4341,27,10,-0.05,October
4340,27,10,0.45,October
4339,27,10,0,October
4275,27,10,0,October
4332,27,10,0.38,October
4325,27,10,0.316666667,October
4322,27,10,0.4,October
4320,27,10,1,October
4353,27,10,0.5,October
4318,27,10,0.35,October
4311,27,10,0.7,October
4306,27,10,0.2,October
4305,27,10,0.336666667,October
4304,27,10,0.8,October
4303,27,10,0.625,October
4328,27,10,0.6,October
4272,27,10,-0.25,October
4274,27,10,0,October
2103,27,10,0.233333333,October
4273,27,10,0,October
4313,27,10,0,October
4356,27,10,0.78,October
4293,27,10,0.5,October
2906,27,10,0.2,October
4242,27,10,0.37,October
4240,27,10,0.2,October
4236,27,10,0.4,October
4235,27,10,0.25,October
4234,27,10,0.8,October
4233,27,10,0,October
4232,27,10,0.433333333,October
4243,27,10,0.85,October
4231,27,10,1,October
4229,27,10,0.4,October
4228,27,10,0.6,October
4227,27,10,0.3,October
4237,27,10,0,October
4225,27,10,0,October
4223,27,10,0.631666667,October
4222,27,10,0.516666667,October
4221,27,10,0.45,October
4220,27,10,1,October
4219,27,10,0.5,October
4218,27,10,0.2,October
4230,27,10,0,October
4368,27,10,0.8,October
4244,27,10,0.8,October
4371,27,10,0.7,October
4224,27,10,0.39,October
3708,27,10,0.544444444,October
4238,27,10,0.8,October
4271,27,10,0.8,October
4266,27,10,-0.3,October
4265,27,10,0,October
4264,27,10,1,October
4263,27,10,0.5,October
4262,27,10,0.533333333,October
4261,27,10,1,October
4245,27,10,0.458181818,October
4260,27,10,0.6,October
4269,27,10,0,October
4258,27,10,0.209090909,October
4247,27,10,0,October
4256,27,10,0.525,October
4254,27,10,0,October
4253,27,10,0.2,October
4252,27,10,0.168181818,October
4251,27,10,0,October
4250,27,10,0.433333333,October
4249,27,10,0.207142857,October
4248,27,10,0.5,October
4259,27,10,0.418181818,October
4257,27,10,0.475,October
4270,27,10,0,October
4255,27,10,0.39,October
4372,27,10,0.336666667,October
5153,27,10,0,October
5302,27,10,0.7,October
5126,27,10,0.39,October
5121,27,10,0,October
5118,27,10,0.45,October
5116,27,10,1,October
5114,27,10,0.91,October
5112,27,10,1,October
5110,27,10,0,October
5105,27,10,0.183333333,October
5154,27,10,0,October
4786,27,10,0.325,October
5132,27,10,0.2,October
4771,27,10,0.6,October
4763,27,10,0.8,October
4759,27,10,0,October
4752,27,10,0.1,October
4749,27,10,0.5,October
4746,27,10,0,October
4740,27,10,0.233333333,October
4738,27,10,1,October
4735,27,10,0.603333333,October
4373,27,10,0.35,October
4769,27,10,0.475,October
5143,27,10,0.2,October
4775,27,10,0.209375,October
4733,27,10,0.595,October
5292,27,10,0.6,October
5283,27,10,0,October
5278,27,10,0.25,October
5277,27,10,0.35,October
5269,27,10,0.7,October
5263,27,10,0.6,October
5253,27,10,0,October
5248,27,10,0,October
5245,27,10,0.2,October
5163,27,10,0,October
5243,27,10,0.2,October
5238,27,10,0.025,October
5234,27,10,0.1,October
5231,27,10,0.2,October
5226,27,10,0.5,October
5225,27,10,0,October
5224,27,10,0,October
5217,27,10,0.25,October
5198,27,10,0.2,October
5196,27,10,0.5,October
5188,27,10,0.1,October
5162,27,10,0.227777778,October
5161,27,10,0,October
4267,27,10,0.6,October
4268,27,10,0.278571429,October
5173,27,10,0.65,October
5165,27,10,0.2875,October
4503,27,10,-0.24375,October
4493,27,10,-0.39,October
4476,27,10,-0.1,October
4474,27,10,0.1,October
4461,27,10,0.683333333,October
4451,27,10,0.175,October
4444,27,10,0.463787879,October
4436,27,10,0.63,October
4382,27,10,0.26,October
4433,27,10,0.175,October
4728,27,10,0.655,October
4421,27,10,0.516666667,October
4420,27,10,-0.09375,October
4416,27,10,0.7,October
4412,27,10,0.55,October
4411,27,10,-0.291666667,October
4410,27,10,0,October
4406,27,10,0.5,October
4397,27,10,0.316666667,October
4386,27,10,0.4,October
4575,27,10,-0.3,October
4507,27,10,-0.39,October
4383,27,10,0.6,October
4381,27,10,-0.05,October
4731,27,10,0,October
4541,27,10,-0.5,October
4722,27,10,0.566666667,October
4720,27,10,0.7,October
4700,27,10,-0.3125,October
4688,27,10,0.1875,October
4685,27,10,0.433333333,October
4377,27,10,1,October
4681,27,10,0.516666667,October
4655,27,10,0.58,October
4652,27,10,0.325,October
4647,27,10,0.5,October
4530,27,10,0.35,October
4643,27,10,0.212121212,October
4633,27,10,0.416666667,October
4628,27,10,0.9,October
4625,27,10,0.6,October
4614,27,10,0.5,October
4606,27,10,0.6,October
4666,27,10,0.55,October
4588,27,10,0.5,October
4570,27,10,0.5,October
3699,27,10,0,October
4569,27,10,0.433333333,October
3593,27,10,0.3,October
3437,27,10,0,October
4216,27,10,0,October
4214,27,10,0.8,October
3662,27,10,0.5,October
3661,27,10,0.5,October
3657,27,10,0.191666667,October
3656,27,10,0.4375,October
3655,27,10,0,October
3649,27,10,0.383333333,October
3648,27,10,0.25,October
4637,27,10,0.383333333,October
3645,27,10,0.1,October
3637,27,10,5.55e-17,October
3635,27,10,0.4,October
3631,27,10,0.616666667,October
3630,27,10,0.78,October
3620,27,10,-0.6,October
3618,27,10,0.39,October
3614,27,10,0.7,October
3612,27,10,0.15,October
4217,27,10,0.595,October
5236,27,10,0.515,October
3643,27,10,0.054545455,October
4542,27,10,-0.3,October
4546,27,10,1,October
3611,27,10,0,October
3663,27,10,0.5875,October
3676,27,10,-0.3,October
3679,27,10,0.1,October
3746,27,10,1,October
3743,27,10,-0.3,October
3741,27,10,0.55,October
3740,27,10,0,October
3604,27,10,0,October
3738,27,10,0.5,October
3733,27,10,0.35,October
3729,27,10,0.25625,October
3725,27,10,0.25,October
3590,27,10,0,October
3712,27,10,0.666666667,October
3734,27,10,0.4,October
3608,27,10,1,October
3609,27,10,0.128571429,October
3598,27,10,0,October
3698,27,10,0.5,October
3694,27,10,0.5,October
3804,27,10,0,October
3682,27,10,0,October
3680,27,10,-0.52,October
3588,27,10,-0.2,October
3582,27,10,0.3,October
3577,27,10,0,October
3480,27,10,0.5,October
3478,27,10,0.416666667,October
3477,27,10,0.8,October
3473,27,10,0.9,October
3469,27,10,0.8,October
3464,27,10,0.175,October
3463,27,10,0.5,October
3457,27,10,0.494444444,October
3453,27,10,0.1,October
3452,27,10,-0.216666667,October
3484,27,10,-0.2,October
3451,27,10,0.566666667,October
3449,27,10,0.383333333,October
3448,27,10,0.5,October
3539,27,10,0.563333333,October
3467,27,10,0.5,October
3447,27,10,0,October
3446,27,10,0,October
3442,27,10,0,October
3441,27,10,0.91,October
3440,27,10,0.511111111,October
3439,27,10,0.7,October
3450,27,10,0.2,October
3747,27,10,0.021875,October
3485,27,10,0.8,October
3497,27,10,0,October
3444,27,10,0.6,October
3569,27,10,0.644444444,October
3565,27,10,1,October
7149,27,10,0,October
3558,27,10,0.5,October
3548,27,10,0.45,October
3545,27,10,0.5,October
3544,27,10,0.5,October
3543,27,10,0,October
3541,27,10,0.24375,October
3566,27,10,-0.3,October
3445,27,10,0.4,October
4188,27,10,0.4,October
3443,27,10,-0.3,October
3538,27,10,1,October
4142,27,10,0.555,October
3517,27,10,0.0625,October
3512,27,10,0,October
3510,27,10,0.65,October
3505,27,10,0.259375,October
3502,27,10,0,October
3540,27,10,0.2,October
3751,27,10,0.2,October
3758,27,10,0.333333333,October
3769,27,10,0,October
4185,27,10,0.475,October
3519,27,10,0.5,October
4184,27,10,0.4,October
4182,27,10,0,October
4181,27,10,-0.3,October
4180,27,10,0.4375,October
4179,27,10,0.54,October
4178,27,10,0.633333333,October
4172,27,10,-0.175,October
4162,27,10,0.096875,October
4154,27,10,0.5,October
4186,27,10,0.75,October
3530,27,10,-0.7,October
4183,27,10,0.75,October
3521,27,10,-0.5,October
4150,27,10,0,October
4145,27,10,0.4,October
4138,27,10,0.25,October
4136,27,10,0.78,October
4135,27,10,0.6,October
4146,27,10,0.6,October
4134,27,10,0.6875,October
4143,27,10,0,October
4187,27,10,-0.077777778,October
4213,27,10,0,October
4212,27,10,0.7,October
4211,27,10,0,October
4210,27,10,0.5,October
4209,27,10,0.455,October
4208,27,10,0.7,October
4207,27,10,0.3,October
4206,27,10,0.6,October
4205,27,10,0.5,October
4204,27,10,0.5,October
4189,27,10,-0.3,October
4144,27,10,1,October
3528,27,10,0.4,October
4112,27,10,0.45,October
4203,27,10,0.45,October
4239,27,10,0.83,October
4197,27,10,0.4,October
4196,27,10,0.6,October
4195,27,10,0,October
4194,27,10,0.045454545,October
4193,27,10,0.033333333,October
4192,27,10,0.5,October
4191,27,10,-0.025,October
4190,27,10,0.41,October
4201,27,10,0.6,October
4215,27,10,0.4,October
4198,27,10,0.078787879,October
4133,27,10,0.9,October
4064,27,10,0.2,October
4061,27,10,0,October
4051,27,10,0.216666667,October
4050,27,10,1,October
4049,27,10,0.5,October
4046,27,10,-0.16875,October
4043,27,10,0,October
4041,27,10,0,October
4039,27,10,0.208333333,October
4123,27,10,0.64,October
4199,27,10,0.4,October
3811,27,10,0.2,October
3810,27,10,0.666666667,October
3803,27,10,0.8,October
3801,27,10,0,October
3800,27,10,0.7,October
3798,27,10,0,October
3797,27,10,0.425,October
3786,27,10,0.5,October
3782,27,10,0.054545455,October
3781,27,10,0.5,October
3777,27,10,1,October
3806,27,10,0.675,October
3774,27,10,-0.16875,October
4132,27,10,0.533333333,October
4080,27,10,0,October
4130,27,10,0.2,October
4129,27,10,0.35,October
4128,27,10,0.6,October
4127,27,10,0.5,October
4126,27,10,0.366666667,October
4125,27,10,0.35,October
4124,27,10,0.366666667,October
3805,27,10,0.35,October
4077,27,10,0.5,October
4200,27,10,0.5,October
4202,27,10,0.8,October
4122,27,10,0.475,October
490,27,10,0.12,October
4117,27,10,0.7,October
4116,27,10,0.35,October
4115,27,10,0.5,October
4114,27,10,1,October
4113,27,10,0.4,October
4108,27,10,1,October
4106,27,10,0.65,October
4105,27,10,0.4,October
4102,27,10,0.25,October
4099,27,10,0.1875,October
4119,27,10,0.6,October
2090,27,10,-0.231818182,October
2086,27,10,0.2,October
501,27,10,-0.291666667,October
500,27,10,0.064166667,October
499,27,10,0.271785714,October
498,27,10,0,October
497,27,10,0.295833333,October
496,27,10,0.433333333,October
495,27,10,0.766666667,October
4121,27,10,0,October
2091,27,10,0.4,October
4091,27,10,0,October
494,27,10,0.466666667,October
493,27,10,-0.025,October
489,27,10,0.025,October
488,27,10,0.3625,October
487,27,10,0.222321429,October
486,27,10,0.45,October
485,27,10,-0.04,October
484,27,10,-0.026785714,October
483,27,10,-0.3,October
482,27,10,0.288333333,October
481,27,10,0.39,October
491,27,10,0,October
480,27,10,0.22,October
502,27,10,0.466666667,October
503,27,10,0.666666667,October
504,27,10,0.447222222,October
505,27,10,-0.142857143,October
547,27,10,0.166666667,October
546,27,10,0,October
545,27,10,0,October
544,27,10,-0.13,October
3219,27,10,0.75,October
543,27,10,0.2,October
479,27,10,0.675,October
492,27,10,0.5,October
4120,27,10,-0.125,October
542,27,10,0.193290043,October
2078,27,10,0.1,October
540,27,10,0.5,October
535,27,10,-0.04375,October
478,27,10,0.135,October
525,27,10,0.065740741,October
518,27,10,0.405555556,October
515,27,10,0.114583333,October
514,27,10,0.5,October
513,27,10,0.032142857,October
512,27,10,-0.103571429,October
511,27,10,0,October
510,27,10,0.1,October
1366,27,10,0.104761905,October
509,27,10,0.104166667,October
507,27,10,-0.65,October
506,27,10,0.216666667,October
524,27,10,0.475,October
477,27,10,-0.5,October
475,27,10,0,October
437,27,10,0.333333333,October
436,27,10,0.241666667,October
433,27,10,0.337121212,October
428,27,10,0.102589286,October
472,27,10,0.333095238,October
508,27,10,0.218333333,October
83,27,10,0.1625,October
537,27,10,-0.0375,October
421,27,10,0.1,October
444,27,10,-0.2,October
408,27,10,0.35,October
397,27,10,0.575,October
395,27,10,0.227083333,October
388,27,10,0.175,October
386,27,10,-0.26,October
385,27,10,0.27,October
417,27,10,0.2,October
381,27,10,-0.05,October
426,27,10,0.11875,October
376,27,10,0.48875,October
373,27,10,-0.1,October
372,27,10,0.05,October
405,27,10,0.425238095,October
548,27,10,-0.25,October
447,27,10,0.080952381,October
449,27,10,0.1,October
474,27,10,0.113333333,October
473,27,10,0.470833333,October
377,27,10,0.242857143,October
419,27,10,0.310416667,October
374,27,10,0.385416667,October
471,27,10,0.43125,October
469,27,10,-0.022222222,October
743,27,10,-0.366666667,October
466,27,10,-0.057662338,October
465,27,10,0.05,October
464,27,10,0.333333333,October
448,27,10,-0.1,October
463,27,10,0.366666667,October
461,27,10,0.025,October
460,27,10,-0.275,October
459,27,10,0.3875,October
458,27,10,0.108333333,October
457,27,10,0.382666667,October
467,27,10,0,October
456,27,10,0.144666667,October
453,27,10,-0.125,October
452,27,10,-0.2,October
451,27,10,-0.45,October
450,27,10,0.333333333,October
462,27,10,-0.15,October
555,27,10,0.026190476,October
557,27,10,0.166666667,October
558,27,10,-0.047159091,October
748,27,10,0.130612245,October
470,27,10,-0.145833333,October
454,27,10,0.211111111,October
468,27,10,0.533333333,October
747,27,10,-0.2425,October
746,27,10,0.170555556,October
742,27,10,0.35,October
741,27,10,0.25,October
740,27,10,-0.166666667,October
739,27,10,-0.06984127,October
738,27,10,0.233333333,October
749,27,10,-0.15,October
737,27,10,-0.5,October
735,27,10,0.387222222,October
734,27,10,0.375,October
744,27,10,0.566666667,October
733,27,10,0.21,October
731,27,10,0.016666667,October
730,27,10,0.633333333,October
729,27,10,0.475,October
728,27,10,-0.005,October
727,27,10,0.691666667,October
726,27,10,0.75,October
725,27,10,0.05,October
736,27,10,0.066666667,October
724,27,10,0.333333333,October
750,27,10,0.228571429,October
732,27,10,0.366666667,October
745,27,10,-0.041666667,October
411,27,10,0.355,October
752,27,10,0.29,October
776,27,10,0.182272727,October
771,27,10,0.5,October
770,27,10,0.2816,October
769,27,10,0.05,October
768,27,10,5.55e-18,October
767,27,10,0.157291667,October
766,27,10,0.022321429,October
751,27,10,0.375,October
765,27,10,1,October
723,27,10,0.716666667,October
763,27,10,0.366904762,October
772,27,10,0.298611111,October
761,27,10,-0.025,October
759,27,10,-0.166666667,October
758,27,10,0.172222222,October
757,27,10,0.2,October
756,27,10,0.525,October
755,27,10,0.204166667,October
754,27,10,0.32,October
753,27,10,-0.05974026,October
764,27,10,0.29,October
762,27,10,0.441666667,October
760,27,10,0,October
773,27,10,0.308333333,October
371,27,10,0.35,October
721,27,10,0.05,October
619,27,10,-0.14,October
617,27,10,0.208333333,October
612,27,10,0.058333333,October
610,27,10,-0.166666667,October
609,27,10,0.188888889,October
603,27,10,0.2375,October
601,27,10,0.45,October
596,27,10,0.311111111,October
621,27,10,0.505555556,October
624,27,10,0,October
588,27,10,0.2,October
585,27,10,-0.0625,October
584,27,10,0.15,October
571,27,10,-0.4,October
566,27,10,0.19375,October
565,27,10,0.375,October
563,27,10,-0.166666667,October
562,27,10,0.281481481,October
560,27,10,-0.5,October
594,27,10,0.325555556,October
559,27,10,0.01875,October
722,27,10,0.7,October
82,27,10,0.273290043,October
625,27,10,-0.113333333,October
360,27,10,0,October
718,27,10,-0.4,October
717,27,10,-0.166666667,October
716,27,10,0.196428571,October
715,27,10,-0.065857143,October
714,27,10,0.3625,October
707,27,10,0.633333333,October
705,27,10,0.421,October
704,27,10,0.292857143,October
684,27,10,0.275714286,October
719,27,10,0.05,October
703,27,10,0.116666667,October
700,27,10,0.7,October
699,27,10,0.253333333,October
698,27,10,0.154545455,October
695,27,10,0.358333333,October
694,27,10,0.555555556,October
693,27,10,0.126666667,October
692,27,10,0.8,October
774,27,10,0.259259259,October
775,27,10,-0.1,October
701,27,10,0.033333333,October
720,27,10,-0.23125,October
685,27,10,0.357142857,October
691,27,10,0.5,October
110,27,10,0.05,October
109,27,10,0.017857143,October
108,27,10,-0.344,October
106,27,10,0.088888889,October
105,27,10,0.162207792,October
104,27,10,-0.05,October
101,27,10,0.1625,October
100,27,10,0.45,October
777,27,10,-0.066666667,October
99,27,10,0.018589744,October
94,27,10,0.412962963,October
92,27,10,-0.067857143,October
91,27,10,0.3625,October
90,27,10,0.013010204,October
89,27,10,-0.35,October
88,27,10,-0.101818182,October
87,27,10,0.053333333,October
86,27,10,0.143888889,October
85,27,10,0.075555556,October
84,27,10,0.041326531,October
95,27,10,0.046266234,October
702,27,10,-0.033333333,October
686,27,10,0.37952381,October
366,27,10,-0.166666667,October
81,27,10,0.172727273,October
111,27,10,0.3,October
324,27,10,0.237175325,October
115,27,10,-0.128373016,October
145,27,10,0.106094104,October
144,27,10,0.231818182,October
143,27,10,0,October
141,27,10,0.23,October
140,27,10,0.303333333,October
139,27,10,0.147619048,October
138,27,10,-0.425,October
137,27,10,0.175,October
136,27,10,0.458758503,October
114,27,10,-0.171818182,October
134,27,10,0.538333333,October
80,27,10,0.252380952,October
131,27,10,-0.131944444,October
129,27,10,-0.163194444,October
128,27,10,-0.067777778,October
126,27,10,0.291666667,October
125,27,10,0.169366391,October
124,27,10,0.016666667,October
123,27,10,0.155,October
122,27,10,0.277777778,October
8,27,10,0.140740741,October
133,27,10,3.97e-18,October
112,27,10,0.202083333,October
121,27,10,0.16547619,October
120,27,10,-0.12,October
79,27,10,0.35952381,October
78,27,10,-0.125,October
77,27,10,0.175,October
42,27,10,0.055130385,October
41,27,10,0.286174242,October
40,27,10,0.347619048,October
39,27,10,0.083333333,October
38,27,10,0.126190476,October
37,27,10,0.224166667,October
118,27,10,-0.3,October
36,27,10,0.404924242,October
34,27,10,0.046212121,October
33,27,10,-0.019444444,October
32,27,10,-0.157070707,October
44,27,10,-0.291666667,October
30,27,10,-0.12962963,October
28,27,10,0.066326531,October
25,27,10,0.375,October
15,27,10,0.175,October
14,27,10,0.235714286,October
11,27,10,-0.08,October
35,27,10,0.175,October
119,27,10,-0.25,October
271,27,10,-0.05125,October
130,27,10,0.2125,October
7,27,10,0.053333333,October
53,27,10,0.161666667,October
29,27,10,-0.2125,October
147,27,10,0.038461538,October
46,27,10,-0.101190476,October
49,27,10,0.107215007,October
76,27,10,0.45,October
75,27,10,0.092592593,October
74,27,10,0.152777778,October
73,27,10,0.322777778,October
72,27,10,0.266666667,October
71,27,10,0.3,October
1,27,10,0.11875,October
70,27,10,0.183333333,October
68,27,10,0.348295455,October
67,27,10,0.174116162,October
66,27,10,0.225,October
47,27,10,0.55,October
65,27,10,0.300625,October
63,27,10,0.261309524,October
62,27,10,0.278125,October
61,27,10,0.366666667,October
60,27,10,0.119166667,October
6,27,10,-0.037833333,October
69,27,10,0.211818182,October
2,27,10,-0.032727273,October
58,27,10,0.35,October
57,27,10,0.10787037,October
52,27,10,0.087301587,October
50,27,10,0.315970696,October
64,27,10,0.067777778,October
148,27,10,0.23452381,October
149,27,10,0.315,October
150,27,10,-0.362202381,October
305,27,10,0.283333333,October
302,27,10,0.287755102,October
301,27,10,0.223214286,October
55,27,10,0.11,October
294,27,10,0.135714286,October
291,27,10,-0.455,October
290,27,10,-0.116666667,October
286,27,10,0.25,October
283,27,10,-0.249404762,October
282,27,10,0.0625,October
281,27,10,0.081428571,October
306,27,10,0.266997354,October
280,27,10,0.163492063,October
276,27,10,0.316666667,October
275,27,10,-0.222222222,October
293,27,10,0.109375,October
56,27,10,0.029166667,October
3,27,10,0.123571429,October
620,27,10,0.385,October
272,27,10,-0.385714286,October
1635,27,10,-0.140277778,October
264,27,10,-0.473333333,October
263,27,10,0.033333333,October
261,27,10,0.216666667,October
277,27,10,0.102777778,October
309,27,10,0.224772727,October
312,27,10,-0.09,October
358,27,10,0.377777778,October
357,27,10,-0.104166667,October
356,27,10,0.116666667,October
265,27,10,0.029761905,October
355,27,10,0.222222222,October
353,27,10,0.061904762,October
350,27,10,0.025,October
349,27,10,0.3,October
348,27,10,-0.033333333,October
347,27,10,0.099090909,October
343,27,10,0.275,October
310,27,10,0.404761905,October
341,27,10,0.341666667,October
336,27,10,0.71,October
163,27,10,-0.022727273,October
354,27,10,0.38,October
267,27,10,0.155769231,October
334,27,10,-9.25E-18,October
332,27,10,-0.001851852,October
323,27,10,0.24,October
320,27,10,0.2,October
317,27,10,0.330952381,October
314,27,10,0,October
313,27,10,0.2875,October
339,27,10,-0.066666667,October
365,27,10,0.212121212,October
247,27,10,-0.26,October
243,27,10,-0.083333333,October
327,27,10,0.165873016,October
174,27,10,0.358333333,October
172,27,10,0.022222222,October
171,27,10,0.262916667,October
170,27,10,0.28,October
169,27,10,0.033333333,October
168,27,10,0.233333333,October
167,27,10,0.228571429,October
166,27,10,0.161,October
165,27,10,-0.26875,October
164,27,10,0.333333333,October
175,27,10,0.4,October
173,27,10,0.0078125,October
329,27,10,-0.037878788,October
268,27,10,-0.266666667,October
269,27,10,-0.044444444,October
161,27,10,0.259848485,October
192,27,10,0.211111111,October
156,27,10,0.127083333,October
155,27,10,0.296875,October
154,27,10,0.081060606,October
153,27,10,0.077272727,October
152,27,10,0.203333333,October
151,27,10,0.199107143,October
162,27,10,0.09537037,October
246,27,10,0.337878788,October
176,27,10,0.5,October
178,27,10,0.03015873,October
157,27,10,-0.100925926,October
240,27,10,-0.151704545,October
227,27,10,0.109090909,October
222,27,10,0.390104167,October
215,27,10,0.05,October
212,27,10,0.19,October
204,27,10,0.293802521,October
203,27,10,0.6025,October
202,27,10,-0.266666667,October
200,27,10,-0.08,October
199,27,10,0.24,October
160,27,10,-0.003125,October
235,27,10,-0.024305556,October
158,27,10,-0.175151515,October
177,27,10,0.228571429,October
198,27,10,0.333333333,October
191,27,10,0.4,October
189,27,10,0.03125,October
185,27,10,0.325,October
184,27,10,0.133333333,October
183,27,10,-0.233333333,October
182,27,10,0,October
180,27,10,0.316666667,October
179,27,10,-0.02,October
196,27,10,-0.171428571,October
193,27,10,0.433333333,October
778,27,10,0.21875,October
780,27,10,0,October
1645,27,10,0.711111111,October
1644,27,10,0.5,October
1643,27,10,0.7,October
1642,27,10,0.45,October
1641,27,10,0.6,October
1640,27,10,0.088311688,October
1639,27,10,0.4,October
1638,27,10,0.733333333,October
1637,27,10,0.47,October
779,27,10,-0.042857143,October
195,27,10,0.471428571,October
159,27,10,0.098055556,October
1360,27,10,0.35,October
1636,27,10,0,October
1634,27,10,0.6,October
1630,27,10,0.536666667,October
1632,27,10,0.616666667,October
1629,27,10,-0.1,October
1628,27,10,0.15,October
1627,27,10,0.25,October
1625,27,10,0.277777778,October
1624,27,10,0.144444444,October
1623,27,10,0,October
1646,27,10,0.5,October
1647,27,10,0.144444444,October
1565,27,10,0.381944444,October
1648,27,10,0.375,October
1704,27,10,-0.15,October
1703,27,10,0.2,October
1696,27,10,0.78,October
1694,27,10,0.4,October
1692,27,10,0,October
1689,27,10,0.7,October
1686,27,10,0.2,October
1685,27,10,0.247272727,October
1682,27,10,0.35,October
1583,27,10,0.1,October
1650,27,10,0.7,October
2028,27,10,-0.3,October
1631,27,10,0.75,October
1677,27,10,0.125,October
1665,27,10,-0.011111111,October
1664,27,10,-0.133333333,October
1663,27,10,0.854444444,October
1662,27,10,0.27375,October
1660,27,10,0.62,October
1657,27,10,0,October
1654,27,10,0,October
1653,27,10,0.202083333,October
1676,27,10,0,October
1651,27,10,0.32,October
1681,27,10,-0.081818182,October
1621,27,10,0.496590909,October
1619,27,10,0.183333333,October
1590,27,10,0.366666667,October
1589,27,10,0.433333333,October
1588,27,10,0.033333333,October
1587,27,10,-0.333333333,October
1586,27,10,0.366666667,October
1585,27,10,-0.35,October
1584,27,10,0.454444444,October
1674,27,10,0.433333333,October
1622,27,10,0.2,October
1620,27,10,0.233333333,October
1582,27,10,-0.05,October
1580,27,10,0.32,October
1608,27,10,0,October
1577,27,10,0.521111111,October
1576,27,10,-0.05,October
1575,27,10,0.5,October
1574,27,10,-0.5,October
1573,27,10,0.095,October
1572,27,10,0.8,October
1571,27,10,0.29375,October
1570,27,10,0,October
1569,27,10,0.36,October
1568,27,10,0.316666667,October
1579,27,10,0.4,October
1567,27,10,0.052083333,October
1706,27,10,0.1875,October
1592,27,10,0.2375,October
1594,27,10,0.4,October
1618,27,10,0.331111111,October
1617,27,10,0.75,October
1616,27,10,0.233333333,October
1615,27,10,0.3,October
1614,27,10,0.53125,October
1613,27,10,0.297916667,October
1581,27,10,-0.05,October
1578,27,10,-0.283333333,October
1591,27,10,0.533333333,October
1612,27,10,0,October
1611,27,10,0,October
1593,27,10,0.043333333,October
1607,27,10,0.287662338,October
1605,27,10,-0.5,October
1604,27,10,0.7,October
1603,27,10,0.16875,October
1602,27,10,0.336111111,October
1601,27,10,-0.3,October
1600,27,10,0.5,October
1599,27,10,0.566666667,October
1609,27,10,0.6,October
1598,27,10,0.805,October
1596,27,10,0.5,October
1595,27,10,0.91,October
1606,27,10,-0.1,October
1713,27,10,0.45,October
1716,27,10,0.5,October
1718,27,10,0.6,October
2040,27,10,0,October
2039,27,10,0.825,October
2037,27,10,0.333333333,October
2033,27,10,0.038636364,October
1597,27,10,0.133333333,October
1610,27,10,0.4,October
1666,27,10,0,October
1671,27,10,-0.3125,October
2030,27,10,0.344444444,October
1626,27,10,0.306060606,October
2042,27,10,0.91,October
1903,27,10,0.447121212,October
1896,27,10,0.85,October
1889,27,10,0.3875,October
1888,27,10,0.355,October
1886,27,10,0.369387755,October
1885,27,10,0.75,October
1884,27,10,-0.25,October
1882,27,10,0.5,October
2076,27,10,0.4,October
1774,27,10,0.7,October
1879,27,10,0.5,October
1874,27,10,0.75,October
1873,27,10,0.396428571,October
1892,27,10,0.45,October
1865,27,10,0,October
2043,27,10,0.55,October
2048,27,10,0,October
2083,27,10,0.5,October
2082,27,10,0,October
2081,27,10,0.45,October
1878,27,10,-0.35,October
1877,27,10,0.26,October
1900,27,10,0.475,October
2069,27,10,0.225,October
7784,27,10,0,October
2063,27,10,0.16,October
1906,27,10,0.45,October
2061,27,10,0.2,October
1857,27,10,0.416666667,October
2064,27,10,0.2,October
2060,27,10,0.55,October
2065,27,10,0.555,October
2066,27,10,0,October
2045,27,10,0,October
2049,27,10,0.815,October
2057,27,10,0.529761905,October
2055,27,10,0.695,October
2054,27,10,0.133333333,October
2053,27,10,0,October
