,version,month,sentiment_score,month_name
3695,26,8,1,August
9796,26,8,0,August
3749,26,8,0.133333333,August
9794,26,8,0.5,August
9792,26,8,0.8,August
3703,26,8,0.666666667,August
9790,26,8,-0.91,August
9801,26,8,0.6,August
10018,26,8,0.4,August
3790,26,8,0.384090909,August
9754,26,8,0.6,August
9782,26,8,0.91,August
3146,26,8,0.05,August
3726,26,8,0.566666667,August
3728,26,8,0.575,August
3701,26,8,-0.455,August
3836,26,8,-0.455,August
3503,26,8,-0.3575,August
3501,26,8,0.373333333,August
3722,26,8,0.52,August
3111,26,8,0.033333333,August
3113,26,8,0.25,August
3114,26,8,0.6,August
3116,26,8,0.475,August
3118,26,8,0.1,August
3119,26,8,0.433333333,August
3135,26,8,0.384090909,August
3138,26,8,1,August
9781,26,8,0.2,August
10279,26,8,1,August
3719,26,8,0.166666667,August
3139,26,8,0.526666667,August
3141,26,8,0,August
3147,26,8,0.5,August
3149,26,8,0.568181818,August
3151,26,8,0,August
3157,26,8,0.4,August
3164,26,8,0.270833333,August
3165,26,8,0.412121212,August
3182,26,8,-0.3,August
3187,26,8,0.031666667,August
3145,26,8,0.385714286,August
3189,26,8,0,August
3193,26,8,0.366666667,August
10233,26,8,0,August
3201,26,8,0.45,August
3203,26,8,-0.3,August
3110,26,8,-0.09375,August
3109,26,8,0.266666667,August
3105,26,8,0.433333333,August
3104,26,8,0.15,August
3006,26,8,0,August
3191,26,8,0.29375,August
3718,26,8,-0.24,August
3748,26,8,0.575,August
3775,26,8,0.2,August
6426,26,8,1,August
3029,26,8,0.233333333,August
3038,26,8,0.633333333,August
9357,26,8,0.19375,August
3039,26,8,0.288333333,August
10311,26,8,1,August
3044,26,8,-0.1,August
10306,26,8,1,August
3051,26,8,0.221428571,August
3053,26,8,0.318181818,August
3028,26,8,0,August
3207,26,8,-0.226388889,August
3059,26,8,0.5,August
3061,26,8,0.444444444,August
3066,26,8,0.25,August
3074,26,8,0.2,August
3077,26,8,-0.005,August
3078,26,8,0.766666667,August
3081,26,8,0.533333333,August
10291,26,8,0.8,August
3085,26,8,0.48,August
3055,26,8,-0.2625,August
3087,26,8,0.433333333,August
3090,26,8,-0.3575,August
3459,26,8,0.415,August
10228,26,8,0,August
3319,26,8,0.475,August
3323,26,8,0.303571429,August
10167,26,8,0.368181818,August
3329,26,8,0.25,August
10163,26,8,0,August
3336,26,8,0.25,August
3343,26,8,0.541666667,August
3348,26,8,0.633333333,August
10106,26,8,-0.7,August
10086,26,8,0.5,August
3317,26,8,0.179166667,August
3095,26,8,0.4,August
3088,26,8,0.1,August
3103,26,8,0.373333333,August
3460,26,8,0.470833333,August
10044,26,8,0.705,August
3475,26,8,0.333333333,August
10037,26,8,0,August
10036,26,8,-0.65,August
3479,26,8,0.1,August
3482,26,8,0.7,August
10029,26,8,0.7,August
3493,26,8,0.15,August
3499,26,8,0.64,August
3227,26,8,0.433333333,August
3314,26,8,0.291666667,August
3225,26,8,-0.028571429,August
3215,26,8,0.433333333,August
3216,26,8,0.383333333,August
3220,26,8,0.2,August
3221,26,8,0.55,August
10019,26,8,-0.91,August
3223,26,8,0.5,August
3494,26,8,0.0875,August
10197,26,8,0.475,August
3236,26,8,0.75,August
3242,26,8,0.466666667,August
3243,26,8,0.2,August
3244,26,8,0.526666667,August
3251,26,8,0.8,August
3257,26,8,0.6,August
10175,26,8,-0.4,August
3260,26,8,0.1,August
10202,26,8,0.5,August
10194,26,8,0.8,August
10193,26,8,0.715,August
3274,26,8,0.333333333,August
3275,26,8,0,August
3280,26,8,0.4,August
3281,26,8,0.05,August
3283,26,8,0.5775,August
3289,26,8,0.240555556,August
3291,26,8,-0.155555556,August
3296,26,8,0.6,August
3304,26,8,0.407272727,August
3305,26,8,0.1,August
3262,26,8,0.229166667,August
3056,26,8,0.283333333,August
3026,26,8,0.525,August
10897,26,8,0,August
9355,26,8,0.75,August
6402,26,8,0,August
6403,26,8,0.316666667,August
6404,26,8,0.328571429,August
6405,26,8,1,August
6406,26,8,0.666666667,August
8118,26,8,0.125,August
6408,26,8,0.35,August
6409,26,8,0.7,August
6410,26,8,1,August
6401,26,8,-0.75,August
6412,26,8,0.461111111,August
6414,26,8,0.91,August
6415,26,8,0,August
6416,26,8,0.383333333,August
6417,26,8,-0.05,August
6419,26,8,0.45,August
6420,26,8,-0.033333333,August
6421,26,8,0.411666667,August
6429,26,8,0,August
6413,26,8,-0.5,August
6400,26,8,0.39,August
6422,26,8,0.533333333,August
6423,26,8,0.5,August
6427,26,8,0.2,August
6428,26,8,0,August
6398,26,8,0.78,August
6397,26,8,-0.092857143,August
6396,26,8,0.1375,August
6395,26,8,0.136111111,August
6320,26,8,0.6,August
6322,26,8,0,August
6425,26,8,0.411666667,August
6323,26,8,0.3,August
6326,26,8,0.136363636,August
6328,26,8,0,August
6333,26,8,0.1,August
6334,26,8,0,August
6336,26,8,0.395,August
6338,26,8,0.54,August
6341,26,8,0.8,August
6343,26,8,1,August
8148,26,8,0.411666667,August
6424,26,8,-1.85E-17,August
6399,26,8,-0.166666667,August
6345,26,8,0.7,August
6349,26,8,0.45,August
6479,26,8,0.003703704,August
6373,26,8,0.411111111,August
6376,26,8,0.7,August
6388,26,8,0.433333333,August
6390,26,8,0.7,August
6391,26,8,0.475,August
6392,26,8,0.5,August
6371,26,8,0.525,August
6394,26,8,0.285714286,August
6318,26,8,0.236111111,August
6430,26,8,0.433333333,August
6432,26,8,0,August
6469,26,8,0.5,August
6470,26,8,0.412121212,August
6471,26,8,0.65,August
6472,26,8,0.2,August
6354,26,8,0.425,August
6350,26,8,0.15625,August
6362,26,8,-0.15,August
6474,26,8,0.2,August
6475,26,8,0,August
6481,26,8,0.55,August
6482,26,8,0.6425,August
6483,26,8,0.955,August
6484,26,8,0,August
6485,26,8,0.65,August
6486,26,8,0.35,August
6487,26,8,0.568181818,August
6488,26,8,0.411666667,August
6478,26,8,0,August
6489,26,8,0.39,August
6491,26,8,0.125,August
6492,26,8,0,August
6493,26,8,0.6,August
6494,26,8,0.2,August
6496,26,8,0,August
3025,26,8,0.25,August
6497,26,8,-0.3,August
6498,26,8,0.2,August
6499,26,8,0.4,August
6490,26,8,0.3,August
6476,26,8,0.3,August
6356,26,8,0.25,August
6500,26,8,0.6,August
6467,26,8,-0.233333333,August
6434,26,8,0.2,August
6435,26,8,0.45,August
6436,26,8,0.258928571,August
6437,26,8,0,August
6438,26,8,-0.166666667,August
6439,26,8,1,August
6440,26,8,-0.175,August
6441,26,8,0.2,August
6442,26,8,0,August
6443,26,8,0.5,August
6446,26,8,0.63,August
6431,26,8,0,August
6447,26,8,0.41875,August
6449,26,8,0.7,August
6450,26,8,0.318181818,August
6451,26,8,0.411111111,August
6452,26,8,0.2,August
6444,26,8,0.621875,August
6465,26,8,-0.475,August
6454,26,8,0,August
6455,26,8,0.15,August
6459,26,8,0.25,August
6460,26,8,0.2,August
6461,26,8,1,August
6462,26,8,0.7,August
6463,26,8,0.616666667,August
6448,26,8,0,August
6307,26,8,0.166666667,August
6303,26,8,0.5,August
6457,26,8,-0.4,August
6294,26,8,0.65,August
6033,26,8,0.3,August
8380,26,8,1,August
8379,26,8,0,August
8375,26,8,0.7,August
6053,26,8,0.24,August
8369,26,8,0.5,August
6056,26,8,-0.3,August
8364,26,8,0.85,August
6032,26,8,0.7,August
6456,26,8,0,August
6020,26,8,0.7,August
6458,26,8,0,August
6063,26,8,0,August
8467,26,8,0.35,August
6072,26,8,0.05,August
6073,26,8,-0.35,August
8355,26,8,0.8,August
6078,26,8,0.48875,August
8348,26,8,0.5,August
6081,26,8,0.166666667,August
8346,26,8,0.55,August
6086,26,8,0.3,August
6087,26,8,0.39,August
8356,26,8,1,August
6089,26,8,-0.016666667,August
8341,26,8,0.6,August
6099,26,8,0.5,August
6031,26,8,0.7,August
8382,26,8,1,August
8383,26,8,0.8,August
8484,26,8,0.533333333,August
8474,26,8,0.18,August
8359,26,8,0.275,August
6092,26,8,0.366666667,August
8357,26,8,-0.1,August
8473,26,8,0.345,August
8472,26,8,-0.095833333,August
8466,26,8,0,August
8460,26,8,-0.071428571,August
8450,26,8,0.6,August
8449,26,8,0.516666667,August
8448,26,8,0,August
8444,26,8,0.6,August
8438,26,8,0.3,August
6101,26,8,0,August
8469,26,8,0.8,August
8431,26,8,0.7,August
8401,26,8,0.8,August
8399,26,8,0.3,August
8394,26,8,0.633333333,August
8393,26,8,0.6,August
8392,26,8,0,August
6013,26,8,1,August
6015,26,8,0.8,August
6016,26,8,0.7,August
8410,26,8,0.65,August
8471,26,8,0.4,August
8358,26,8,-0.455,August
7844,26,8,0.6,August
6017,26,8,0.095238095,August
7854,26,8,0.138888889,August
6109,26,8,0.218181818,August
8316,26,8,0,August
8238,26,8,0,August
8237,26,8,0.6,August
8236,26,8,0.7,August
6200,26,8,0.26,August
6207,26,8,0.766666667,August
6212,26,8,0,August
8331,26,8,0.2,August
8215,26,8,1,August
8210,26,8,1,August
8209,26,8,0.316666667,August
8207,26,8,0.39,August
8203,26,8,0,August
8242,26,8,0,August
6238,26,8,0,August
6244,26,8,0.2,August
6221,26,8,0,August
6248,26,8,1,August
6256,26,8,0.325,August
8182,26,8,0.2,August
6269,26,8,1,August
6272,26,8,0.375,August
6274,26,8,0,August
6279,26,8,0.29375,August
6281,26,8,0.845,August
6282,26,8,0.65,August
6283,26,8,0.7,August
6285,26,8,0,August
6288,26,8,0.6,August
6240,26,8,0.457142857,August
8245,26,8,0,August
6189,26,8,0.425,August
8305,26,8,0,August
6122,26,8,0.633333333,August
8295,26,8,0.9,August
8294,26,8,0.25,August
8293,26,8,0.05,August
6501,26,8,0.78,August
6024,26,8,0.5,August
6023,26,8,0.6,August
6138,26,8,0.8,August
7984,26,8,0.145833333,August
6146,26,8,0.239583333,August
8247,26,8,0.05,August
6149,26,8,0.6,August
6153,26,8,0.35,August
6154,26,8,0.455,August
6161,26,8,-0.125,August
6167,26,8,0.8,August
8264,26,8,0.8,August
8263,26,8,0.2,August
6180,26,8,0,August
8257,26,8,0.475,August
8256,26,8,0,August
8255,26,8,0.55,August
6184,26,8,-0.3,August
8253,26,8,0.25,August
8274,26,8,0.5,August
6502,26,8,1,August
6139,26,8,0,August
8262,26,8,1,August
6504,26,8,0.2,August
6505,26,8,1,August
7956,26,8,0.9,August
7938,26,8,-0.1,August
7937,26,8,0.4,August
7928,26,8,0.2,August
7918,26,8,-0.2,August
7916,26,8,0.2,August
7913,26,8,0.35,August
7910,26,8,1,August
7884,26,8,0.6,August
7881,26,8,0.6,August
7880,26,8,0.5,August
7876,26,8,0.6,August
7872,26,8,0.45,August
7870,26,8,0.6,August
7859,26,8,0.5,August
7892,26,8,0,August
6807,26,8,0.35,August
7843,26,8,0.42,August
7842,26,8,0.91,August
6561,26,8,0.2,August
6802,26,8,0.75,August
6801,26,8,0.3,August
6800,26,8,0.311111111,August
6674,26,8,0.366666667,August
6675,26,8,0,August
6676,26,8,0.2,August
6680,26,8,0.616666667,August
6681,26,8,0.25,August
6686,26,8,-0.13,August
6804,26,8,0.33,August
6688,26,8,0,August
6705,26,8,0.7,August
6707,26,8,0.6,August
8055,26,8,-0.1,August
8048,26,8,-0.25,August
8026,26,8,0.8,August
7824,26,8,0,August
7238,26,8,0.8,August
7076,26,8,1,August
6695,26,8,0,August
7835,26,8,0,August
7838,26,8,0.955,August
8022,26,8,0.45,August
6781,26,8,0,August
6782,26,8,0,August
6783,26,8,0,August
6786,26,8,0.333333333,August
6789,26,8,0.42,August
8006,26,8,-0.360416667,August
6790,26,8,0.6,August
8021,26,8,0.5,August
7821,26,8,0.7,August
7818,26,8,1,August
7817,26,8,-0.05,August
7262,26,8,0.49047619,August
7255,26,8,0.6,August
7252,26,8,0.45,August
7246,26,8,-0.0625,August
7240,26,8,0,August
6791,26,8,0.6,August
6764,26,8,0.633333333,August
7232,26,8,0.311111111,August
8001,26,8,0.62,August
7227,26,8,0.35,August
7810,26,8,0.2,August
7213,26,8,0.5,August
7210,26,8,0.333333333,August
7206,26,8,-0.25,August
7276,26,8,0.6,August
7204,26,8,0,August
7201,26,8,0.75,August
7198,26,8,0,August
7186,26,8,0.2,August
7185,26,8,0,August
7214,26,8,0.6,August
7181,26,8,0.6,August
7176,26,8,0.8,August
7169,26,8,-0.0625,August
7168,26,8,0.91,August
7134,26,8,0.8,August
7165,26,8,0.2,August
7162,26,8,0.5,August
7160,26,8,0.85,August
6673,26,8,0.55,August
7177,26,8,0.5,August
7224,26,8,0.125,August
7203,26,8,1,August
7291,26,8,0.3,August
7796,26,8,0.91,August
7792,26,8,0,August
7791,26,8,0,August
7734,26,8,0,August
7724,26,8,1,August
7694,26,8,-0.2,August
7686,26,8,0.5,August
7684,26,8,0.218181818,August
7648,26,8,0.4,August
7640,26,8,1,August
7635,26,8,0,August
7611,26,8,0.25,August
7296,26,8,0.35,August
7561,26,8,0.75,August
7520,26,8,0,August
7515,26,8,0.91,August
7512,26,8,0.6,August
7497,26,8,1,August
7494,26,8,0,August
7300,26,8,0.5,August
6466,26,8,0,August
7813,26,8,0.5,August
6771,26,8,0.65,August
7491,26,8,0,August
7489,26,8,0.4,August
7437,26,8,1,August
7388,26,8,0.58,August
7319,26,8,0.2,August
7521,26,8,0.2,August
8487,26,8,-0.25,August
6666,26,8,0.75,August
6662,26,8,0.4,August
6544,26,8,0.5,August
6546,26,8,0.2,August
7443,26,8,0,August
6547,26,8,0.4,August
6549,26,8,0,August
6550,26,8,0.5,August
6551,26,8,0.7,August
6552,26,8,0.2,August
6553,26,8,0.166666667,August
6554,26,8,0.9,August
6555,26,8,0,August
6556,26,8,0.475,August
6509,26,8,0,August
6548,26,8,0.2875,August
7445,26,8,0.25,August
6557,26,8,0.318181818,August
6558,26,8,-0.018452381,August
6562,26,8,1,August
6563,26,8,0.4,August
6564,26,8,0,August
6565,26,8,0.435714286,August
6566,26,8,1,August
6567,26,8,0.5,August
6568,26,8,0.7,August
6569,26,8,0,August
6570,26,8,0.7,August
6572,26,8,0.2,August
6573,26,8,0.6,August
6542,26,8,0.35,August
6541,26,8,0.505,August
6540,26,8,0.3975,August
6539,26,8,0.3,August
6506,26,8,0.7,August
6507,26,8,0.503333333,August
6508,26,8,0,August
6571,26,8,0.195,August
6559,26,8,0.5,August
7447,26,8,0.425,August
6510,26,8,0.55,August
6514,26,8,0.65,August
6576,26,8,0.4,August
6517,26,8,0.475,August
6518,26,8,0.7,August
6519,26,8,0.25,August
6520,26,8,0.4,August
6521,26,8,0.5,August
6574,26,8,0,August
6523,26,8,0.09,August
6525,26,8,0.7,August
6527,26,8,0.7,August
6529,26,8,0.65,August
6530,26,8,0.3,August
6531,26,8,0.955,August
6532,26,8,0.4,August
6533,26,8,0.733333333,August
6534,26,8,0.25,August
6535,26,8,0.625,August
6536,26,8,0.033333333,August
6511,26,8,0.5,August
7467,26,8,-0.05,August
6516,26,8,0,August
9411,26,8,0.65,August
6515,26,8,0.39,August
6538,26,8,0.26,August
6577,26,8,0.671666667,August
6617,26,8,1,August
6618,26,8,0.136363636,August
6619,26,8,0.7,August
6620,26,8,-0.39,August
6621,26,8,0.318181818,August
6622,26,8,0.075,August
6623,26,8,0.6,August
6575,26,8,0.15,August
6624,26,8,0.716666667,August
6626,26,8,0.136363636,August
6631,26,8,0.5,August
6633,26,8,0.78,August
6616,26,8,0.3,August
6635,26,8,-0.3,August
2357,26,8,1,August
6637,26,8,0,August
6625,26,8,0.4,August
6524,26,8,0.433333333,August
6537,26,8,-0.125,August
12340,26,8,1,August
8411,26,8,0.91,August
11462,26,8,0,August
6644,26,8,0.433333333,August
6645,26,8,0.012121212,August
6646,26,8,-0.3,August
6647,26,8,-0.2375,August
6649,26,8,1,August
6656,26,8,-0.35,August
6660,26,8,0.5,August
6664,26,8,0.2,August
6615,26,8,0.7,August
6578,26,8,0.78,August
6579,26,8,-0.4,August
6580,26,8,-0.333333333,August
6581,26,8,1,August
6582,26,8,0.7,August
6583,26,8,0.8,August
6584,26,8,0.186666667,August
6585,26,8,-0.3,August
8491,26,8,0.07,August
6612,26,8,0,August
6642,26,8,0.8,August
6586,26,8,0,August
6614,26,8,0.55,August
8105,26,8,0.285714286,August
6594,26,8,0.6,August
6595,26,8,0,August
6596,26,8,0.4,August
6597,26,8,0.45,August
6599,26,8,0.45,August
6589,26,8,-0.3,August
6600,26,8,-0.6,August
6605,26,8,0.3,August
6606,26,8,0.2,August
6607,26,8,0.6,August
6608,26,8,1,August
6609,26,8,0.35,August
6610,26,8,0.6,August
6611,26,8,0.955,August
9356,26,8,0.5,August
6603,26,8,-0.7,August
6588,26,8,0.2,August
6590,26,8,0.6,August
8502,26,8,0.475,August
4788,26,8,0.433333333,August
4734,26,8,-0.196666667,August
4736,26,8,0.6,August
9079,26,8,0.5,August
4739,26,8,-0.082,August
9075,26,8,1,August
4757,26,8,0.666666667,August
9065,26,8,0,August
9063,26,8,0.563333333,August
9081,26,8,0.8,August
4760,26,8,0.145,August
9062,26,8,0,August
4764,26,8,-0.071428571,August
4765,26,8,0.598333333,August
4766,26,8,0.533333333,August
4768,26,8,-0.483333333,August
4770,26,8,0.566666667,August
9059,26,8,0.6,August
4774,26,8,0.32,August
4762,26,8,0,August
9082,26,8,0.166666667,August
9058,26,8,0.91,August
4778,26,8,-0.033333333,August
4789,26,8,0.25,August
9089,26,8,0.533333333,August
9095,26,8,1,August
4712,26,8,0.716666667,August
9191,26,8,0.4,August
9188,26,8,0.7,August
9187,26,8,0,August
4785,26,8,0.25,August
9184,26,8,0.195,August
9178,26,8,0.56,August
9176,26,8,0.166666667,August
9174,26,8,-0.39,August
9166,26,8,0,August
4654,26,8,0.733333333,August
9163,26,8,0.3,August
9162,26,8,0.606666667,August
9159,26,8,0.7,August
9157,26,8,0,August
9181,26,8,0.4,August
9056,26,8,0.466666667,August
9083,26,8,0.8,August
9305,26,8,0.55,August
9051,26,8,0.75,August
9306,26,8,1,August
9130,26,8,0.595,August
9129,26,8,0.91,August
4683,26,8,0.35,August
9122,26,8,0,August
9113,26,8,-0.2,August
9112,26,8,1,August
9111,26,8,0,August
9109,26,8,0.39,August
9105,26,8,1,August
9137,26,8,0,August
9192,26,8,0.8,August
4793,26,8,0.2,August
4796,26,8,0.375,August
9035,26,8,0.39,August
5127,26,8,0.1,August
5131,26,8,0.6,August
5134,26,8,-0.125,August
5137,26,8,0.8,August
5125,26,8,0.7,August
9155,26,8,0.91,August
9143,26,8,0.39,August
5140,26,8,0,August
9027,26,8,0.5,August
5149,26,8,0.357142857,August
9017,26,8,-0.4,August
9015,26,8,0.486666667,August
5157,26,8,0,August
5164,26,8,-2.78E-17,August
5145,26,8,0.5,August
9007,26,8,1,August
5171,26,8,0.155,August
5177,26,8,0.703333333,August
9000,26,8,0.525,August
5185,26,8,0.357142857,August
8995,26,8,0,August
8989,26,8,0,August
5201,26,8,0.178125,August
9006,26,8,0.536666667,August
9025,26,8,0.6,August
9145,26,8,0,August
9153,26,8,0.595,August
5122,26,8,-0.2,August
9044,26,8,0.424242424,August
4800,26,8,0.2,August
4832,26,8,0.866666667,August
4858,26,8,0.19375,August
4892,26,8,0.1,August
4908,26,8,0.303125,August
4911,26,8,0.39,August
4915,26,8,0.35,August
4943,26,8,0.378787879,August
9049,26,8,0,August
4953,26,8,-0.15,August
4973,26,8,-0.24375,August
4795,26,8,0.4,August
5014,26,8,-0.5,August
5028,26,8,0,August
5039,26,8,0.1,August
5053,26,8,-0.375,August
5058,26,8,0.05,August
5066,26,8,0.833333333,August
9036,26,8,0.683333333,August
4971,26,8,-0.475,August
4797,26,8,-0.083333333,August
5087,26,8,0.466666667,August
5097,26,8,0,August
9043,26,8,0.4,August
9042,26,8,0.91,August
5113,26,8,-0.133333333,August
5117,26,8,0.34375,August
5023,26,8,0,August
9196,26,8,0.75,August
9200,26,8,0.375,August
5106,26,8,0.133333333,August
4512,26,8,0.2,August
4514,26,8,0.366666667,August
9314,26,8,1,August
9312,26,8,0.7,August
9311,26,8,0.41,August
9310,26,8,0.7,August
9309,26,8,0.5,August
9308,26,8,0.5,August
9307,26,8,0.7,August
9315,26,8,0.65,August
9045,26,8,0.533333333,August
9037,26,8,0.368181818,August
9304,26,8,0,August
8703,26,8,0.333333333,August
9301,26,8,0,August
9300,26,8,0.1,August
9299,26,8,1,August
9298,26,8,0.4,August
9297,26,8,0.65,August
4534,26,8,0.4,August
9296,26,8,0.045,August
9295,26,8,0.14,August
9294,26,8,0.35,August
9302,26,8,0.91,August
9289,26,8,0,August
9316,26,8,0.6,August
9317,26,8,0,August
9318,26,8,0.5,August
9319,26,8,0,August
9354,26,8,0,August
9353,26,8,0.8,August
9352,26,8,0,August
9322,26,8,1,August
9291,26,8,0,August
9303,26,8,0,August
9351,26,8,0.4,August
9350,26,8,0.6,August
9344,26,8,0,August
9343,26,8,0.54,August
9341,26,8,-0.146320346,August
9340,26,8,0.7,August
9339,26,8,0.136363636,August
9338,26,8,1,August
9288,26,8,0,August
9347,26,8,0.318181818,August
9333,26,8,0.8,August
9332,26,8,0.2,August
9330,26,8,0.2,August
9329,26,8,1,August
9328,26,8,1,August
9327,26,8,0.5,August
9326,26,8,0,August
9324,26,8,0.6,August
9323,26,8,0.2,August
9334,26,8,0,August
9348,26,8,0.55,August
9321,26,8,0.178787879,August
9345,26,8,0.65,August
9320,26,8,0,August
9225,26,8,0.6,August
9286,26,8,1,August
4544,26,8,-1,August
9251,26,8,0.6,August
9250,26,8,-0.5,August
9249,26,8,0.375,August
9248,26,8,0.4,August
9246,26,8,0.62,August
9244,26,8,0.5,August
9243,26,8,0,August
9287,26,8,0.65,August
4586,26,8,0.433333333,August
9240,26,8,0.695,August
9239,26,8,0.425,August
4590,26,8,1,August
9238,26,8,0.55,August
9237,26,8,0,August
9252,26,8,1,August
9236,26,8,0.433333333,August
9234,26,8,0.35,August
9233,26,8,1,August
9242,26,8,1,August
9232,26,8,0.7,August
9228,26,8,0.8,August
1954,26,8,0.35,August
9223,26,8,0,August
9220,26,8,0,August
4608,26,8,1,August
9209,26,8,0.8,August
9208,26,8,1,August
9204,26,8,0.91,August
9201,26,8,0.6,August
9235,26,8,0,August
5203,26,8,0.475,August
9253,26,8,0.8,August
9255,26,8,0.8,August
9285,26,8,0.2,August
9284,26,8,0.8,August
9283,26,8,-0.91,August
9282,26,8,0,August
9281,26,8,0.8,August
9279,26,8,0.1,August
9278,26,8,0.5,August
9277,26,8,0.7,August
9227,26,8,0,August
9336,26,8,0.52,August
4526,26,8,0,August
9274,26,8,0.7,August
9271,26,8,0,August
9270,26,8,0.4,August
9268,26,8,1,August
9267,26,8,0.2,August
4564,26,8,0.7,August
9266,26,8,0.5,August
9264,26,8,0.25,August
9263,26,8,0.25,August
9262,26,8,0.8,August
9254,26,8,0,August
9261,26,8,0.8,August
9259,26,8,0.8,August
9258,26,8,-0.2,August
9257,26,8,0.7,August
9256,26,8,0,August
4560,26,8,0.375,August
5205,26,8,0.91,August
8986,26,8,0.7,August
5735,26,8,-0.3,August
9260,26,8,0.55,August
5680,26,8,0.3,August
5682,26,8,0.8,August
8701,26,8,0.725,August
8699,26,8,-0.1875,August
5697,26,8,-0.5,August
8691,26,8,0.6,August
5705,26,8,0.433333333,August
8690,26,8,0.3,August
5707,26,8,0.55,August
5709,26,8,-0.094444444,August
5711,26,8,0.8,August
5714,26,8,0.39,August
8684,26,8,0.526666667,August
5718,26,8,0.3125,August
5723,26,8,0.8,August
8679,26,8,0.243181818,August
5729,26,8,0.259151786,August
8678,26,8,0.175,August
5734,26,8,1,August
5712,26,8,0.35,August
8706,26,8,1,August
9273,26,8,0.25,August
9275,26,8,1,August
8673,26,8,0.7,August
5644,26,8,0.85,August
5676,26,8,0.7,August
5674,26,8,-0.15,August
5669,26,8,-0.3,August
5587,26,8,0.15,August
5588,26,8,0.5,August
5589,26,8,-0.1,August
5593,26,8,0.258333333,August
5597,26,8,0,August
5599,26,8,0.525,August
8709,26,8,0.65,August
8751,26,8,0,August
5610,26,8,-0.05,August
8747,26,8,0.75,August
5621,26,8,0.7,August
5623,26,8,0.55,August
5627,26,8,0.366666667,August
5629,26,8,0.8,August
5741,26,8,0,August
8739,26,8,0.333333333,August
8671,26,8,0.4,August
8750,26,8,0.4,August
5740,26,8,0.428333333,August
5636,26,8,0.033333333,August
5638,26,8,0.7,August
5649,26,8,0.35,August
8723,26,8,0.49,August
8721,26,8,0.338888889,August
8719,26,8,0.9,August
8717,26,8,0,August
5665,26,8,0.1,August
8714,26,8,0.4,August
5643,26,8,0.216666667,August
5668,26,8,0,August
8665,26,8,1,August
5749,26,8,0.75,August
8608,26,8,0.91,August
5833,26,8,0,August
8600,26,8,0,August
8591,26,8,1,August
8738,26,8,0,August
5641,26,8,0,August
8670,26,8,0.5,August
8589,26,8,0.8,August
8586,26,8,0,August
8579,26,8,-0.5,August
8576,26,8,1,August
8574,26,8,0.284848485,August
8572,26,8,0.91,August
8557,26,8,0.91,August
8555,26,8,0.5,August
8554,26,8,0.225,August
8758,26,8,0.7,August
8547,26,8,0,August
8541,26,8,0.91,August
8537,26,8,0.531666667,August
8518,26,8,-0.25,August
8516,26,8,0.55,August
8513,26,8,0.4,August
8511,26,8,-0.5,August
8504,26,8,0.6,August
8503,26,8,0,August
8543,26,8,0.455,August
8617,26,8,0,August
5772,26,8,0,August
5218,26,8,0.466666667,August
5756,26,8,0.2,August
8657,26,8,0.7,August
5759,26,8,0.214285714,August
5764,26,8,0.55,August
5766,26,8,0.466666667,August
5767,26,8,0.655,August
5770,26,8,0.8,August
5755,26,8,0.6,August
5771,26,8,0.416666667,August
5777,26,8,0,August
5778,26,8,0.316666667,August
8615,26,8,0.6,August
8648,26,8,0.91,August
8640,26,8,0.225,August
8639,26,8,0.666666667,August
8638,26,8,0.5,August
8637,26,8,0,August
8560,26,8,0.7,August
8979,26,8,0.8,August
8636,26,8,0.91,August
5803,26,8,0.5,August
8629,26,8,0.7,August
8625,26,8,0.284848485,August
5811,26,8,0.433333333,August
8622,26,8,0,August
8621,26,8,0.316666667,August
5787,26,8,0,August
8495,26,8,0.85,August
5581,26,8,0.566666667,August
5574,26,8,0.593333333,August
8903,26,8,0.35,August
8932,26,8,0,August
5316,26,8,0.5,August
5326,26,8,0.25,August
8923,26,8,0.8,August
5349,26,8,0.5,August
5351,26,8,0.536666667,August
5352,26,8,0.411111111,August
5361,26,8,0.566666667,August
5396,26,8,0.55,August
5806,26,8,0,August
5372,26,8,0,August
8893,26,8,0.55,August
8885,26,8,0.2,August
8881,26,8,-0.209615385,August
8879,26,8,0.1,August
5388,26,8,0.239583333,August
5390,26,8,0.66,August
8874,26,8,0.603333333,August
8897,26,8,0.466666667,August
8873,26,8,0.494444444,August
5401,26,8,0.35,August
5405,26,8,0.366666667,August
5308,26,8,0.4875,August
8934,26,8,0.133333333,August
5303,26,8,0.75,August
5297,26,8,0.733333333,August
5209,26,8,-0.171666667,August
8982,26,8,0.5,August
5219,26,8,0,August
5356,26,8,0.5,August
980,26,8,-0.127272727,August
8851,26,8,0.91,August
8974,26,8,0.5,August
8972,26,8,0,August
5241,26,8,0.8,August
8965,26,8,0,August
8964,26,8,0,August
5246,26,8,0.495238095,August
5406,26,8,0.1,August
5249,26,8,0.25,August
5291,26,8,0.7275,August
5254,26,8,0,August
5267,26,8,0,August
5271,26,8,0.481666667,August
5272,26,8,0.705,August
5276,26,8,0,August
8948,26,8,-0.090151515,August
5285,26,8,0.533333333,August
8947,26,8,0.55,August
5288,26,8,-0.1,August
8945,26,8,0.5,August
5260,26,8,0.536666667,August
5294,26,8,0.403333333,August
8792,26,8,0,August
6640,26,8,0.65,August
8862,26,8,0,August
5415,26,8,0.35,August
8803,26,8,0.2,August
8802,26,8,0.55,August
